,decimalLatitude,decimalLongitude,cluster,occurrenceStatus,key,aet_mean,def_mean,pdsi_mean,pet_mean,ppt_mean,soil_mean,srad_mean,tmax_mean,tmin_mean,vap_mean,vpd_mean
5470,-33.3247,151.365,1,0,6061,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5471,-32.998599,151.090948,1,0,6062,61.983334,44.5,-1.6349996,106.4375,65.7,34.941666,197.14583,23.475002,10.847085,1.3235834,0.82075
5472,-33.3248,151.365,1,0,6063,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5473,-32.742049,151.592216,1,0,6064,68.32917,44.720833,-1.5841662,112.96667,72.1125,64.92917,198.12917,24.198751,12.675834,1.4441248,0.8464166
5474,-33.3247,151.365,1,1,6065,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5475,-33.3245,151.365,1,0,6066,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5476,-32.7739,151.362,1,0,6067,55.829166,57.1625,-1.6166663,113.0,58.6375,29.0875,198.67084,24.479586,11.780002,1.3912915,0.8896667
5477,-33.325,151.365,1,1,6068,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5478,-33.3247,151.365,1,0,6069,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5479,-32.76236,151.625848,1,1,6070,71.86667,39.829166,-1.5662497,111.70417,76.85833,77.316666,197.67917,23.910835,12.820003,1.4592499,0.808875
5480,-33.3627,151.355,1,0,6071,79.895836,27.966667,-1.8729161,107.82083,94.65417,78.17917,194.8125,23.082085,12.511669,1.4425,0.7259584
5481,-33.3249,151.365,1,1,6072,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5482,-32.8859,151.308,1,0,6073,61.95,48.445835,-1.6587497,110.325,65.1625,39.541668,197.59166,23.757917,11.556669,1.3745416,0.82137495
5483,-33.3246,151.365,1,0,6074,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5484,-33.325,151.365,1,0,6075,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5485,-32.81427,151.460392,1,1,6076,59.070835,52.516666,-1.5249995,111.54583,62.0375,39.641666,197.56667,24.164585,12.360836,1.4315416,0.84199995
5486,-33.3247,151.365,1,0,6077,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5487,-33.325,151.365,1,0,6078,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5488,-33.325,151.365,1,0,6079,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5489,-33.325,151.364,1,0,6080,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5490,-33.3249,151.365,1,0,6081,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5491,-33.3249,151.365,1,0,6082,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5492,-32.8088,151.444,1,1,6083,57.908333,54.0875,-1.549583,111.92917,60.725,35.458332,197.9625,24.205835,12.154169,1.4199165,0.8478333
5493,-32.8478,151.694,1,1,6084,75.395836,37.5625,-1.6229163,112.933334,82.34167,85.475,197.95416,23.579168,13.195418,1.4895416,0.7599166
5494,-33.3246,151.365,1,1,6085,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5495,-33.4263,151.3,1,0,6086,81.05417,29.741667,-1.8745829,110.71667,95.291664,73.6375,194.41667,23.231253,12.635419,1.4492916,0.73537505
5496,-33.3249,151.365,1,0,6087,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5497,-33.3248,151.365,1,1,6088,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5498,-32.526417,151.197154,1,0,6089,53.445835,60.8625,-1.6595829,114.24167,56.095833,23.370832,200.46666,25.179169,11.391668,1.3421665,0.99675
5499,-33.3249,151.365,1,1,6090,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5500,-33.1117,151.559,1,0,6091,79.895836,35.429165,-1.7583331,115.26667,89.69583,78.129166,197.55417,23.476667,13.634169,1.4959582,0.75558335
5501,-33.086856,151.421041,1,1,6092,76.316666,34.008335,-1.7424996,110.291664,85.24167,71.7875,196.22917,23.41042,12.772084,1.4595416,0.7499166
5502,-33.37154,151.359384,1,1,6093,79.895836,27.966667,-1.8729161,107.82083,94.65417,78.17917,194.8125,23.082085,12.511669,1.4425,0.7259584
5503,-33.397541,151.377678,1,1,6094,82.254166,26.175,-1.8754163,108.40833,99.45,84.875,194.9625,22.971252,12.827917,1.4525416,0.718
5504,-33.398981,151.403604,1,1,6095,82.254166,26.175,-1.8754163,108.40833,99.45,84.875,194.9625,22.971252,12.827917,1.4525416,0.718
5505,-33.3245,151.365,1,0,6096,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5506,-32.54942,151.241226,1,0,6097,53.191666,60.275,-1.6570829,113.4125,55.85,24.033333,200.02083,25.125835,11.495835,1.3585833,0.9815417
5507,-33.430817,151.381636,1,0,6098,83.03333,27.066668,-1.8758329,110.04583,100.379166,84.083336,195.0875,23.179167,13.059585,1.4685416,0.7304166
5508,-33.067131,151.533216,1,1,6099,76.9875,35.3125,-1.7391664,112.2625,85.770836,74.875,196.80833,23.439587,13.176252,1.4865834,0.7426666
5509,-33.3249,151.365,1,1,6100,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5510,-33.405,151.459,1,1,6101,84.629166,29.616667,-1.9029164,114.21667,100.32917,84.916664,196.52083,23.27375,13.620419,1.487125,0.7435416
5511,-33.3249,151.365,1,1,6102,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5512,-32.788177,151.370039,1,0,6103,55.829166,57.1625,-1.6166663,113.0,58.6375,29.0875,198.67084,24.479586,11.780002,1.3912915,0.8896667
5513,-33.3918,151.299,1,0,6104,80.3875,27.9,-1.8679163,108.225,95.22083,75.92083,194.0125,22.943335,12.317502,1.4280001,0.7169167
5514,-33.3251,151.365,1,0,6105,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5515,-33.0141,151.685,1,0,6106,79.933334,35.445835,-1.7133329,115.34583,90.0375,85.57083,198.09584,23.356253,13.856668,1.5012916,0.75287503
5516,-33.08606,151.42145,1,0,6107,76.316666,34.008335,-1.7424996,110.291664,85.24167,71.7875,196.22917,23.41042,12.772084,1.4595416,0.7499166
5517,-32.54942,151.241226,1,0,6108,53.191666,60.275,-1.6570829,113.4125,55.85,24.033333,200.02083,25.125835,11.495835,1.3585833,0.9815417
5518,-33.3249,151.364,1,1,6109,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5519,-33.3248,151.365,1,0,6110,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5520,-33.3249,151.365,1,0,6111,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5521,-33.3249,151.365,1,0,6112,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5522,-33.325,151.365,1,1,6113,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5523,-33.086818,151.420804,1,0,6114,76.316666,34.008335,-1.7424996,110.291664,85.24167,71.7875,196.22917,23.41042,12.772084,1.4595416,0.7499166
5524,-33.3245,151.365,1,1,6115,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5525,-33.3251,151.365,1,0,6116,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5526,-33.3245,151.365,1,0,6117,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5527,-33.3249,151.365,1,0,6118,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5528,-33.3249,151.365,1,1,6119,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5529,-33.1653,151.568,1,1,6120,80.95,33.279167,-1.8254163,114.25,92.49167,82.0875,197.53334,23.260836,13.727919,1.5004165,0.7375
5530,-32.986,151.593,1,1,6121,76.98333,37.3,-1.7174996,114.2625,84.86667,76.895836,197.3375,23.550005,13.350002,1.4921249,0.7559999
5531,-33.3245,151.365,1,1,6122,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5532,-33.3251,151.365,1,0,6123,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5533,-33.3592,151.35,1,1,6124,79.895836,27.966667,-1.8729161,107.82083,94.65417,78.17917,194.8125,23.082085,12.511669,1.4425,0.7259584
5534,-33.3244,151.365,1,1,6125,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5535,-33.3244,151.365,1,1,6126,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5536,-33.417136,151.359304,1,1,6127,81.9125,28.916666,-1.8749996,110.791664,97.30417,77.72083,194.7375,23.370419,12.918752,1.4709167,0.7391666
5537,-33.3246,151.365,1,1,6128,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5538,-33.0534,151.659,1,0,6129,80.2125,35.283333,-1.7362497,115.48333,90.24167,82.816666,198.0625,23.401669,13.902918,1.5080416,0.7495
5539,-33.3249,151.365,1,0,6130,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5540,-33.3244,151.365,1,1,6131,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5541,-32.8754,151.695,1,1,6132,77.38333,35.645832,-1.6429163,112.995834,85.46667,88.254166,197.075,23.584587,13.510001,1.4870417,0.7774583
5542,-33.3247,151.365,1,1,6133,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5543,-33.3249,151.365,1,1,6134,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5544,-33.3249,151.364,1,1,6135,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5545,-33.326752,151.437117,1,1,6136,81.4,30.55,-1.8879162,111.95,95.5875,80.175,196.1875,23.318335,13.270001,1.4884583,0.737125
5546,-33.3245,151.365,1,1,6137,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5547,-33.08696,151.420769,1,0,6138,76.316666,34.008335,-1.7424996,110.291664,85.24167,71.7875,196.22917,23.41042,12.772084,1.4595416,0.7499166
5548,-33.4014,151.462,1,1,6139,84.629166,29.616667,-1.9029164,114.21667,100.32917,84.916664,196.52083,23.27375,13.620419,1.487125,0.7435416
5549,-32.741975,151.59215,1,0,6140,68.32917,44.720833,-1.5841662,112.96667,72.1125,64.92917,198.12917,24.198751,12.675834,1.4441248,0.8464166
5550,-33.3249,151.365,1,1,6141,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5551,-33.3249,151.365,1,0,6142,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5552,-33.3249,151.365,1,1,6143,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5553,-33.248075,151.310591,1,1,6144,75.5125,32.0125,-1.7654163,107.48333,85.520836,68.0,195.57916,23.151669,12.144169,1.4134165,0.7462083
5554,-33.3249,151.365,1,1,6145,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5555,-33.387687,151.373143,1,0,6146,80.854164,28.154167,-1.8816663,108.94583,96.05417,78.375,194.71666,23.283335,12.732085,1.4605001,0.7355833
5556,-33.3245,151.365,1,0,6147,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5557,-33.1026,151.473,1,0,6148,77.625,33.9375,-1.7570828,111.541664,87.25833,75.666664,196.64583,23.452917,13.065002,1.4833333,0.7445417
5558,-33.3972,151.319,1,0,6149,80.3875,27.9,-1.8679163,108.225,95.22083,75.92083,194.0125,22.943335,12.317502,1.4280001,0.7169167
5559,-33.485563,151.309034,1,0,6150,81.433334,31.1375,-1.8991663,112.53333,94.96667,71.708336,195.25,23.394585,12.881251,1.4627917,0.7456666
5560,-33.3247,151.365,1,1,6151,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5561,-33.3251,151.365,1,0,6152,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5562,-33.325,151.365,1,1,6153,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5563,-33.3249,151.365,1,0,6154,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5564,-33.439,151.299,1,1,6155,81.05417,29.741667,-1.8745829,110.71667,95.291664,73.6375,194.41667,23.231253,12.635419,1.4492916,0.73537505
5565,-33.3249,151.365,1,1,6156,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5566,-33.3249,151.365,1,0,6157,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5567,-33.3252,151.365,1,1,6158,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5568,-33.3249,151.365,1,1,6159,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5569,-33.086884,151.420468,1,0,6160,76.316666,34.008335,-1.7424996,110.291664,85.24167,71.7875,196.22917,23.41042,12.772084,1.4595416,0.7499166
5570,-33.4334,151.275,1,0,6161,79.71667,29.204166,-1.8670828,108.82083,93.42917,71.479164,194.37083,22.954586,12.212919,1.42625,0.715375
5571,-33.107,151.63,1,0,6162,81.433334,33.4,-1.777083,114.79583,92.566666,85.1125,197.87917,23.21792,13.863337,1.5009166,0.73683333
5572,-33.3246,151.365,1,1,6163,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5573,-33.376303,151.452908,1,0,6164,83.7125,28.016666,-1.8779162,111.67917,100.59583,85.333336,195.8125,23.070417,13.2229185,1.4683748,0.7267083
5574,-33.3249,151.365,1,0,6165,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5575,-33.437735,151.282445,1,0,6166,79.71667,29.204166,-1.8670828,108.82083,93.42917,71.479164,194.37083,22.954586,12.212919,1.42625,0.715375
5576,-33.283495,151.558808,1,0,6167,82.629166,31.629168,-1.8637496,114.2375,96.229164,84.975,197.4625,23.028337,13.961669,1.5010831,0.72675
5577,-32.788101,151.370048,1,0,6168,55.829166,57.1625,-1.6166663,113.0,58.6375,29.0875,198.67084,24.479586,11.780002,1.3912915,0.8896667
5578,-33.3248,151.365,1,0,6169,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5579,-33.3249,151.365,1,1,6170,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5580,-33.3249,151.365,1,1,6171,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5581,-33.3248,151.365,1,1,6172,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5582,-33.3248,151.365,1,0,6173,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5583,-33.3251,151.365,1,1,6174,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5584,-33.325,151.365,1,1,6175,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5585,-33.3249,151.365,1,0,6176,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5586,-33.3251,151.365,1,0,6177,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5587,-33.3245,151.365,1,1,6178,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5588,-33.051605,151.664902,1,0,6179,80.2125,35.283333,-1.7362497,115.48333,90.24167,82.816666,198.0625,23.401669,13.902918,1.5080416,0.7495
5589,-33.42514,151.408735,1,0,6180,83.03333,27.066668,-1.8758329,110.04583,100.379166,84.083336,195.0875,23.179167,13.059585,1.4685416,0.7304166
5590,-33.0,150.9,1,0,6181,61.629166,45.420834,-1.6733329,106.98333,65.6125,27.025,197.85417,23.63167,10.418335,1.28825,0.8551249
5591,-33.3249,151.365,1,0,6182,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5592,-32.526733,151.19652,1,0,6183,53.445835,60.8625,-1.6595829,114.24167,56.095833,23.370832,200.46666,25.179169,11.391668,1.3421665,0.99675
5593,-33.3246,151.365,1,1,6184,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5594,-33.3251,151.365,1,1,6185,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5595,-33.295967,151.437791,1,0,6186,81.4,30.55,-1.8879162,111.95,95.5875,80.175,196.1875,23.318335,13.270001,1.4884583,0.737125
5596,-33.431,151.381872,1,1,6187,83.03333,27.066668,-1.8758329,110.04583,100.379166,84.083336,195.0875,23.179167,13.059585,1.4685416,0.7304166
5597,-33.3246,151.365,1,0,6188,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5598,-33.43073,151.380862,1,1,6189,83.03333,27.066668,-1.8758329,110.04583,100.379166,84.083336,195.0875,23.179167,13.059585,1.4685416,0.7304166
5599,-33.4307,151.382,1,0,6190,83.03333,27.066668,-1.8758329,110.04583,100.379166,84.083336,195.0875,23.179167,13.059585,1.4685416,0.7304166
5600,-32.964,151.552,1,0,6191,75.225,37.4625,-1.7287496,112.63333,82.5,73.46667,197.15,23.431252,13.034168,1.4794583,0.74345833
5601,-33.325,151.365,1,0,6192,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5602,-33.39748,151.377603,1,0,6193,82.254166,26.175,-1.8754163,108.40833,99.45,84.875,194.9625,22.971252,12.827917,1.4525416,0.718
5603,-33.2837,151.564,1,0,6194,82.629166,31.629168,-1.8637496,114.2375,96.229164,84.975,197.4625,23.028337,13.961669,1.5010831,0.72675
5604,-33.3249,151.365,1,0,6195,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5605,-33.325,151.365,1,1,6196,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5606,-33.325,151.365,1,0,6197,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5607,-32.6504,151.423,1,0,6198,60.670834,52.741665,-1.6512496,113.42917,63.666668,40.425,199.29167,24.614168,11.961252,1.3937917,0.90804166
5608,-33.3245,151.365,1,1,6199,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5609,-33.3251,151.365,1,1,6200,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5610,-33.3247,151.365,1,1,6201,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5611,-32.939293,151.142822,1,1,6202,59.670834,48.895832,-1.5904163,108.495834,62.920834,32.520832,197.61667,23.798754,11.047502,1.3454999,0.8387083
5612,-33.3249,151.365,1,1,6203,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5613,-33.3244,151.365,1,0,6204,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5614,-33.083833,151.434579,1,0,6205,73.770836,36.379166,-1.7429163,110.09583,81.2125,67.0,196.34166,23.501253,12.675418,1.4600415,0.75387496
5615,-33.3249,151.365,1,0,6206,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5616,-33.3249,151.365,1,0,6207,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5617,-33.325,151.365,1,1,6208,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5618,-33.325,151.364,1,1,6209,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5619,-33.23456,151.298015,1,1,6210,75.5125,32.0125,-1.7654163,107.48333,85.520836,68.0,195.57916,23.151669,12.144169,1.4134165,0.7462083
5620,-33.3245,151.365,1,1,6211,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5621,-32.8164,151.688,1,1,6212,74.825,37.645832,-1.6204163,112.441666,81.15833,85.325,197.69167,23.75542,13.087919,1.4819167,0.780875
5622,-33.392683,151.327329,1,1,6213,80.3875,27.9,-1.8679163,108.225,95.22083,75.92083,194.0125,22.943335,12.317502,1.4280001,0.7169167
5623,-33.3245,151.365,1,1,6214,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5624,-33.3248,151.365,1,1,6215,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5625,-33.325,151.365,1,1,6216,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5626,-33.325,151.365,1,0,6217,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5627,-33.1653,151.568,1,1,6218,80.95,33.279167,-1.8254163,114.25,92.49167,82.0875,197.53334,23.260836,13.727919,1.5004165,0.7375
5628,-33.211121,151.550945,1,0,6219,82.3125,32.091667,-1.882083,114.35833,95.42917,84.475,197.62083,23.120003,13.884584,1.5017499,0.7326667
5629,-33.3247,151.365,1,1,6220,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5630,-33.3626,151.355,1,0,6221,79.895836,27.966667,-1.8729161,107.82083,94.65417,78.17917,194.8125,23.082085,12.511669,1.4425,0.7259584
5631,-32.6388,151.401,1,1,6222,58.929165,54.583332,-1.6754164,113.475,61.845833,35.495834,199.39583,24.686255,11.854585,1.3882917,0.917375
5632,-33.070138,151.126344,1,0,6223,64.21667,42.266666,-1.6729163,106.42083,68.8875,41.379166,196.70833,23.301668,10.999167,1.3389165,0.795125
5633,-33.3243,151.365,1,1,6224,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5634,-33.3245,151.365,1,0,6225,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5635,-32.9862,151.586,1,1,6226,76.98333,37.3,-1.7174996,114.2625,84.86667,76.895836,197.3375,23.550005,13.350002,1.4921249,0.7559999
5636,-32.940365,151.141037,1,1,6227,59.670834,48.895832,-1.5904163,108.495834,62.920834,32.520832,197.61667,23.798754,11.047502,1.3454999,0.8387083
5637,-33.2706,151.362,1,1,6228,78.30417,29.8875,-1.8391663,108.09583,90.70417,74.40833,195.24167,23.11375,12.461251,1.4352082,0.73425
5638,-33.3244,151.365,1,0,6229,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5639,-33.3248,151.364,1,1,6230,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5640,-33.3247,151.365,1,0,6231,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5641,-33.3249,151.365,1,0,6232,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5642,-33.3248,151.365,1,0,6233,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5643,-33.43767,151.400265,1,1,6234,83.03333,27.066668,-1.8758329,110.04583,100.379166,84.083336,195.0875,23.179167,13.059585,1.4685416,0.7304166
5644,-33.3251,151.365,1,0,6235,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
5645,-33.3249,151.365,1,1,6236,79.441666,28.145834,-1.8649997,107.566666,93.6875,77.5375,194.62917,22.940002,12.382502,1.4269584,0.72129166
